NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables. 
Product Type: Annual Tide Prediction 
StationName: SEATTLE (Madison St.), Elliott Bay
State: WA
Stationid: 9447130
Prediction Type: Harmonic
From: 20170101 12:00AM - 20171231 11:59PM
Units: feet(ft) also in centimeters(cm)
Time Zone: LST/LDT
Datum: MLLW
Interval Type: High/Low Tide Predictions
 
Date 		Day	Time		Pred(Ft)	Pred(cm)	High/Low
2017/02/11	Sat	11:14 PM	-0.9		-27		L
2017/02/12	Sun	06:15 AM	12.4		378		H
2017/02/12	Sun	12:08 PM	4.6		140		L
2017/02/12	Sun	05:29 PM	10.7		326		H
2017/02/12	Sun	11:55 PM	-0.1		-3		L
2017/02/13	Mon	06:46 AM	12.3		375		H
2017/02/13	Mon	12:49 PM	4.0		122		L
2017/02/13	Mon	06:18 PM	10.3		314		H
2017/02/14	Tue	12:35 AM	0.9		27		L
2017/02/14	Tue	07:17 AM	12.2		372		H
2017/02/14	Tue	01:31 PM	3.6		110		L
2017/02/14	Tue	07:09 PM	9.8		299		H
2017/02/15	Wed	01:15 AM	2.1		64		L
2017/02/15	Wed	07:49 AM	11.9		363		H
2017/02/15	Wed	02:13 PM	3.1		94		L
2017/02/15	Wed	08:04 PM	9.4		287		H
2017/02/16	Thu	01:56 AM	3.4		104		L
2017/02/16	Thu	08:23 AM	11.5		351		H
2017/02/16	Thu	02:58 PM	2.8		85		L
2017/02/16	Thu	09:04 PM	8.9		271		H
2017/02/17	Fri	02:40 AM	4.8		146		L
2017/02/17	Fri	09:01 AM	11.0		335		H
2017/02/17	Fri	03:47 PM	2.5		76		L
2017/02/17	Fri	10:16 PM	8.7		265		H
2017/02/18	Sat	03:32 AM	6.0		183		L
2017/02/18	Sat	09:43 AM	10.5		320		H
2017/02/18	Sat	04:41 PM	2.3		70		L
2017/02/18	Sat	11:49 PM	8.7		265		H
2017/02/19	Sun	04:44 AM	7.0		213		L
2017/02/19	Sun	10:32 AM	10.0		305		H
2017/02/19	Sun	05:39 PM	2.0		61		L
2017/02/20	Mon	01:33 AM	9.2		280		H
2017/02/20	Mon	06:26 AM	7.6		232		L
2017/02/20	Mon	11:28 AM	9.7		296		H
2017/02/20	Mon	06:37 PM	1.6		49		L
2017/02/21	Tue	02:42 AM	9.8		299		H
2017/02/21	Tue	07:56 AM	7.5		229		L
2017/02/21	Tue	12:27 PM	9.5		290		H
2017/02/21	Tue	07:30 PM	1.1		34		L
2017/02/22	Wed	03:26 AM	10.4		317		H
2017/02/22	Wed	08:51 AM	7.2		219		L
2017/02/22	Wed	01:23 PM	9.6		293		H
2017/02/22	Wed	08:17 PM	0.6		18		L
2017/02/23	Thu	03:57 AM	10.8		329		H
2017/02/23	Thu	09:28 AM	6.8		207		L
2017/02/23	Thu	02:13 PM	9.8		299		H
2017/02/23	Thu	08:59 PM	0.1		3		L
2017/02/24	Fri	04:23 AM	11.2		341		H
2017/02/24	Fri	09:58 AM	6.3		192		L
2017/02/24	Fri	02:58 PM	10.1		308		H
2017/02/24	Fri	09:39 PM	-0.3		-9		L
2017/02/25	Sat	04:47 AM	11.5		351		H
2017/02/25	Sat	10:27 AM	5.7		174		L
2017/02/25	Sat	03:42 PM	10.4		317		H
2017/02/25	Sat	10:18 PM	-0.4		-12		L
2017/02/26	Sun	05:12 AM	11.8		360		H
2017/02/26	Sun	11:00 AM	4.9		149		L
2017/02/26	Sun	04:26 PM	10.7		326		H
2017/02/26	Sun	10:57 PM	-0.3		-9		L
2017/02/27	Mon	05:40 AM	12.0		366		H
2017/02/27	Mon	11:36 AM	4.0		122		L
2017/02/27	Mon	05:12 PM	10.8		329		H
2017/02/27	Mon	11:37 PM	0.2		6		L
2017/02/28	Tue	06:11 AM	12.2		372		H
2017/02/28	Tue	12:15 PM	3.1		94		L
2017/02/28	Tue	06:02 PM	10.8		329		H
2017/03/01	Wed	12:18 AM	1.0		30		L
2017/03/01	Wed	06:43 AM	12.3		375		H
2017/03/01	Wed	12:58 PM	2.2		67		L
2017/03/01	Wed	06:55 PM	10.6		323		H
2017/03/02	Thu	01:01 AM	2.1		64		L
2017/03/02	Thu	07:19 AM	12.2		372		H
2017/03/02	Thu	01:44 PM	1.4		43		L
2017/03/02	Thu	07:53 PM	10.3		314		H
2017/03/03	Fri	01:47 AM	3.4		104		L
2017/03/03	Fri	07:58 AM	12.0		366		H
2017/03/03	Fri	02:35 PM	0.9		27		L
2017/03/03	Fri	09:00 PM	10.0		305		H
2017/03/04	Sat	02:40 AM	4.8		146		L
2017/03/04	Sat	08:42 AM	11.6		354		H
2017/03/04	Sat	03:31 PM	0.6		18		L
2017/03/04	Sat	10:19 PM	9.7		296		H
2017/03/05	Sun	03:44 AM	6.1		186		L
2017/03/05	Sun	09:33 AM	11.1		338		H
2017/03/05	Sun	04:34 PM	0.4		12		L
2017/03/05	Sun	11:55 PM	9.8		299		H
2017/03/06	Mon	05:08 AM	6.9		210		L
2017/03/06	Mon	10:35 AM	10.6		323		H
2017/03/06	Mon	05:42 PM	0.2		6		L
2017/03/07	Tue	01:31 AM	10.2		311		H
2017/03/07	Tue	06:46 AM	7.0		213		L
2017/03/07	Tue	11:46 AM	10.2		311		H
2017/03/07	Tue	06:49 PM	0.0		0		L
2017/03/08	Wed	02:38 AM	10.9		332		H
2017/03/08	Wed	08:05 AM	6.5		198		L
2017/03/08	Wed	12:59 PM	10.1		308		H
2017/03/08	Wed	07:51 PM	-0.2		-6		L
2017/03/09	Thu	03:26 AM	11.3		344		H
2017/03/09	Thu	09:03 AM	5.7		174		L
2017/03/09	Thu	02:05 PM	10.2		311		H
2017/03/09	Thu	08:45 PM	-0.3		-9		L
2017/03/10	Fri	04:05 AM	11.6		354		H
2017/03/10	Fri	09:48 AM	4.9		149		L
2017/03/10	Fri	03:04 PM	10.4		317		H
2017/03/10	Fri	09:33 PM	-0.1		-3		L
2017/03/11	Sat	04:36 AM	11.8		360		H
2017/03/11	Sat	10:28 AM	4.1		125		L
2017/03/11	Sat	03:55 PM	10.5		320		H
2017/03/11	Sat	10:17 PM	0.3		9		L
2017/03/12	Sun	06:04 AM	11.8		360		H
2017/03/12	Sun	12:04 PM	3.4		104		L
2017/03/12	Sun	05:43 PM	10.6		323		H
2017/03/12	Sun	11:57 PM	0.9		27		L
2017/03/13	Mon	06:30 AM	11.7		357		H
2017/03/13	Mon	12:39 PM	2.8		85		L
2017/03/13	Mon	06:29 PM	10.5		320		H
2017/03/14	Tue	12:36 AM	1.6		49		L
2017/03/14	Tue	06:57 AM	11.6		354		H
2017/03/14	Tue	01:13 PM	2.2		67		L
2017/03/14	Tue	07:14 PM	10.4		317		H
2017/03/15	Wed	01:14 AM	2.6		79		L
2017/03/15	Wed	07:26 AM	11.4		347		H
2017/03/15	Wed	01:48 PM	1.8		55		L
2017/03/15	Wed	07:59 PM	10.2		311		H
2017/03/16	Thu	01:53 AM	3.6		110		L
2017/03/16	Thu	07:56 AM	11.1		338		H
2017/03/16	Thu	02:25 PM	1.5		46		L
2017/03/16	Thu	08:47 PM	10.0		305		H
2017/03/17	Fri	02:33 AM	4.6		140		L
2017/03/17	Fri	08:29 AM	10.7		326		H
2017/03/17	Fri	03:04 PM	1.4		43		L
2017/03/17	Fri	09:39 PM	9.8		299		H
2017/03/18	Sat	03:17 AM	5.6		171		L
2017/03/18	Sat	09:06 AM	10.1		308		H
2017/03/18	Sat	03:48 PM	1.4		43		L
2017/03/18	Sat	10:39 PM	9.6		293		H
2017/03/19	Sun	04:10 AM	6.4		195		L
2017/03/19	Sun	09:47 AM	9.6		293		H
2017/03/19	Sun	04:37 PM	1.6		49		L
2017/03/19	Sun	11:50 PM	9.4		287		H
2017/03/20	Mon	05:22 AM	7.1		216		L
2017/03/20	Mon	10:38 AM	9.0		274		H
2017/03/20	Mon	05:34 PM	1.7		52		L
2017/03/21	Tue	01:13 AM	9.5		290		H
2017/03/21	Tue	07:05 AM	7.3		223		L
2017/03/21	Tue	11:42 AM	8.6		262		H
2017/03/21	Tue	06:36 PM	1.7		52		L
2017/03/22	Wed	02:28 AM	9.8		299		H
2017/03/22	Wed	08:32 AM	6.9		210		L
2017/03/22	Wed	12:52 PM	8.5		259		H
2017/03/22	Wed	07:39 PM	1.5		46		L
2017/03/23	Thu	03:18 AM	10.2		311		H
2017/03/23	Thu	09:19 AM	6.4		195		L
2017/03/23	Thu	01:58 PM	8.8		268		H
2017/03/23	Thu	08:35 PM	1.2		37		L
2017/03/24	Fri	03:54 AM	10.6		323		H
2017/03/24	Fri	09:52 AM	5.7		174		L
2017/03/24	Fri	02:55 PM	9.2		280		H
2017/03/24	Fri	09:24 PM	0.9		27		L
2017/03/25	Sat	04:23 AM	10.9		332		H
2017/03/25	Sat	10:22 AM	4.8		146		L
2017/03/25	Sat	03:46 PM	9.7		296		H
2017/03/25	Sat	10:09 PM	0.8		24		L
2017/03/26	Sun	04:51 AM	11.2		341		H
2017/03/26	Sun	10:53 AM	3.8		116		L
2017/03/26	Sun	04:34 PM	10.3		314		H
2017/03/26	Sun	10:51 PM	0.9		27		L
2017/03/27	Mon	05:19 AM	11.5		351		H
2017/03/27	Mon	11:27 AM	2.7		82		L
2017/03/27	Mon	05:22 PM	10.7		326		H
2017/03/27	Mon	11:34 PM	1.2		37		L
2017/03/28	Tue	05:50 AM	11.8		360		H
2017/03/28	Tue	12:05 PM	1.5		46		L
2017/03/28	Tue	06:11 PM	11.1		338		H
2017/03/29	Wed	12:16 AM	1.9		58		L
2017/03/29	Wed	06:23 AM	11.9		363		H
2017/03/29	Wed	12:45 PM	0.5		15		L
2017/03/29	Wed	07:02 PM	11.3		344		H
2017/03/30	Thu	01:01 AM	2.7		82		L
2017/03/30	Thu	06:58 AM	11.9		363		H
2017/03/30	Thu	01:29 PM	-0.3		-9		L
2017/03/30	Thu	07:57 PM	11.3		344		H
2017/03/31	Fri	01:48 AM	3.8		116		L
2017/03/31	Fri	07:37 AM	11.7		357		H
2017/03/31	Fri	02:15 PM	-0.8		-24		L
2017/03/31	Fri	08:56 PM	11.1		338		H
2017/04/01	Sat	02:40 AM	4.8		146		L
2017/04/01	Sat	08:20 AM	11.3		344		H
2017/04/01	Sat	03:06 PM	-0.9		-27		L
2017/04/01	Sat	10:01 PM	10.9		332		H
2017/04/02	Sun	03:39 AM	5.8		177		L
2017/04/02	Sun	09:09 AM	10.7		326		H
2017/04/02	Sun	04:01 PM	-0.6		-18		L
2017/04/02	Sun	11:16 PM	10.6		323		H
2017/04/03	Mon	04:53 AM	6.4		195		L
2017/04/03	Mon	10:08 AM	10.0		305		H
2017/04/03	Mon	05:03 PM	-0.2		-6		L
2017/04/04	Tue	12:40 AM	10.6		323		H
2017/04/04	Tue	06:26 AM	6.5		198		L
2017/04/04	Tue	11:21 AM	9.3		283		H
2017/04/04	Tue	06:12 PM	0.3		9		L
2017/04/05	Wed	01:59 AM	10.8		329		H
2017/04/05	Wed	07:57 AM	6.0		183		L
2017/04/05	Wed	12:44 PM	9.0		274		H
2017/04/05	Wed	07:23 PM	0.7		21		L
2017/04/06	Thu	02:59 AM	11.0		335		H
2017/04/06	Thu	09:03 AM	5.0		152		L
2017/04/06	Thu	02:05 PM	9.0		274		H
2017/04/06	Thu	08:29 PM	1.0		30		L
2017/04/07	Fri	03:45 AM	11.3		344		H
2017/04/07	Fri	09:52 AM	4.0		122		L
2017/04/07	Fri	03:16 PM	9.3		283		H
2017/04/07	Fri	09:26 PM	1.3		40		L
2017/04/08	Sat	04:21 AM	11.3		344		H
2017/04/08	Sat	10:32 AM	3.1		94		L
2017/04/08	Sat	04:15 PM	9.7		296		H
2017/04/08	Sat	10:15 PM	1.7		52		L
2017/04/09	Sun	04:50 AM	11.3		344		H
2017/04/09	Sun	11:07 AM	2.3		70		L
2017/04/09	Sun	05:05 PM	10.0		305		H
2017/04/09	Sun	10:58 PM	2.3		70		L
2017/04/10	Mon	05:16 AM	11.2		341		H
2017/04/10	Mon	11:38 AM	1.6		49		L
2017/04/10	Mon	05:50 PM	10.3		314		H
2017/04/10	Mon	11:39 PM	2.9		88		L
2017/04/11	Tue	05:40 AM	11.1		338		H
2017/04/11	Tue	12:08 PM	1.0		30		L
2017/04/11	Tue	06:31 PM	10.5		320		H
2017/04/12	Wed	12:17 AM	3.7		113		L
2017/04/12	Wed	06:07 AM	10.9		332		H
2017/04/12	Wed	12:38 PM	0.5		15		L
2017/04/12	Wed	07:12 PM	10.6		323		H
2017/04/13	Thu	12:56 AM	4.4		134		L
2017/04/13	Thu	06:35 AM	10.6		323		H
2017/04/13	Thu	01:10 PM	0.2		6		L
2017/04/13	Thu	07:52 PM	10.7		326		H
2017/04/14	Fri	01:35 AM	5.1		155		L
2017/04/14	Fri	07:06 AM	10.3		314		H
2017/04/14	Fri	01:44 PM	0.0		0		L
2017/04/14	Fri	08:35 PM	10.7		326		H
2017/04/15	Sat	02:17 AM	5.7		174		L
2017/04/15	Sat	07:39 AM	9.9		302		H
2017/04/15	Sat	02:22 PM	0.1		3		L
2017/04/15	Sat	09:21 PM	10.6		323		H
2017/04/16	Sun	03:03 AM	6.3		192		L
2017/04/16	Sun	08:15 AM	9.4		287		H
2017/04/16	Sun	03:03 PM	0.3		9		L
2017/04/16	Sun	10:11 PM	10.4		317		H
2017/04/17	Mon	03:58 AM	6.7		204		L
2017/04/17	Mon	08:57 AM	8.8		268		H
2017/04/17	Mon	03:49 PM	0.6		18		L
2017/04/17	Mon	11:08 PM	10.3		314		H
2017/04/18	Tue	05:08 AM	6.9		210		L
2017/04/18	Tue	09:50 AM	8.3		253		H
2017/04/18	Tue	04:42 PM	1.1		34		L
2017/04/19	Wed	12:11 AM	10.2		311		H
2017/04/19	Wed	06:35 AM	6.7		204		L
2017/04/19	Wed	10:59 AM	7.9		241		H
2017/04/19	Wed	05:41 PM	1.4		43		L
2017/04/20	Thu	01:12 AM	10.3		314		H
2017/04/20	Thu	07:49 AM	6.2		189		L
2017/04/20	Thu	12:17 PM	7.8		238		H
2017/04/20	Thu	06:45 PM	1.7		52		L
2017/04/21	Fri	02:03 AM	10.5		320		H
2017/04/21	Fri	08:35 AM	5.3		162		L
2017/04/21	Fri	01:31 PM	8.0		244		H
2017/04/21	Fri	07:46 PM	1.8		55		L
2017/04/22	Sat	02:44 AM	10.8		329		H
2017/04/22	Sat	09:11 AM	4.3		131		L
2017/04/22	Sat	02:36 PM	8.6		262		H
2017/04/22	Sat	08:42 PM	2.0		61		L
2017/04/23	Sun	03:20 AM	11.1		338		H
2017/04/23	Sun	09:45 AM	3.1		94		L
2017/04/23	Sun	03:34 PM	9.3		283		H
2017/04/23	Sun	09:33 PM	2.2		67		L
2017/04/24	Mon	03:53 AM	11.4		347		H
2017/04/24	Mon	10:19 AM	1.7		52		L
2017/04/24	Mon	04:28 PM	10.1		308		H
2017/04/24	Mon	10:22 PM	2.6		79		L
2017/04/25	Tue	04:26 AM	11.6		354		H
2017/04/25	Tue	10:57 AM	0.4		12		L
2017/04/25	Tue	05:19 PM	10.8		329		H
2017/04/25	Tue	11:09 PM	3.2		98		L
2017/04/26	Wed	05:00 AM	11.8		360		H
2017/04/26	Wed	11:36 AM	-0.8		-24		L
2017/04/26	Wed	06:11 PM	11.4		347		H
2017/04/26	Wed	11:57 PM	3.8		116		L
2017/04/27	Thu	05:37 AM	11.8		360		H
2017/04/27	Thu	12:19 PM	-1.8		-55		L
2017/04/27	Thu	07:04 PM	11.7		357		H
2017/04/28	Fri	12:46 AM	4.6		140		L
2017/04/28	Fri	06:17 AM	11.7		357		H
2017/04/28	Fri	01:04 PM	-2.3		-70		L
2017/04/28	Fri	08:00 PM	11.9		363		H
2017/04/29	Sat	01:39 AM	5.3		162		L
2017/04/29	Sat	07:00 AM	11.3		344		H
2017/04/29	Sat	01:51 PM	-2.4		-73		L
2017/04/29	Sat	08:57 PM	11.9		363		H
2017/04/30	Sun	02:37 AM	5.8		177		L
2017/04/30	Sun	07:48 AM	10.7		326		H
2017/04/30	Sun	02:42 PM	-2.1		-64		L
2017/04/30	Sun	09:59 PM	11.7		357		H
2017/05/01	Mon	03:43 AM	6.2		189		L
2017/05/01	Mon	08:44 AM	9.9		302		H
2017/05/01	Mon	03:36 PM	-1.3		-40		L
2017/05/01	Mon	11:05 PM	11.5		351		H
2017/05/02	Tue	05:02 AM	6.2		189		L
2017/05/02	Tue	09:51 AM	9.1		277		H
2017/05/02	Tue	04:35 PM	-0.4		-12		L
2017/05/03	Wed	12:13 AM	11.3		344		H
2017/05/03	Wed	06:30 AM	5.7		174		L
2017/05/03	Wed	11:11 AM	8.4		256		H
2017/05/03	Wed	05:41 PM	0.7		21		L
2017/05/04	Thu	01:16 AM	11.3		344		H
2017/05/04	Thu	07:47 AM	4.7		143		L
2017/05/04	Thu	12:41 PM	8.1		247		H
2017/05/04	Thu	06:51 PM	1.6		49		L
2017/05/05	Fri	02:10 AM	11.3		344		H
2017/05/05	Fri	08:45 AM	3.6		110		L
2017/05/05	Fri	02:09 PM	8.2		250		H
2017/05/05	Fri	07:59 PM	2.4		73		L
2017/05/06	Sat	02:53 AM	11.3		344		H
2017/05/06	Sat	09:31 AM	2.5		76		L
2017/05/06	Sat	03:24 PM	8.7		265		H
2017/05/06	Sat	09:00 PM	3.0		91		L
2017/05/07	Sun	03:29 AM	11.2		341		H
2017/05/07	Sun	10:08 AM	1.6		49		L
2017/05/07	Sun	04:24 PM	9.3		283		H
2017/05/07	Sun	09:53 PM	3.7		113		L
2017/05/08	Mon	03:58 AM	11.1		338		H
2017/05/08	Mon	10:40 AM	0.8		24		L
2017/05/08	Mon	05:14 PM	9.8		299		H
2017/05/08	Mon	10:39 PM	4.3		131		L
2017/05/09	Tue	04:25 AM	10.9		332		H
2017/05/09	Tue	11:09 AM	0.1		3		L
2017/05/09	Tue	05:58 PM	10.3		314		H
2017/05/09	Tue	11:22 PM	4.9		149		L
2017/05/10	Wed	04:52 AM	10.7		326		H
2017/05/10	Wed	11:38 AM	-0.3		-9		L
2017/05/10	Wed	06:36 PM	10.6		323		H
2017/05/11	Thu	12:02 AM	5.5		168		L
2017/05/11	Thu	05:19 AM	10.4		317		H
2017/05/11	Thu	12:07 PM	-0.7		-21		L
2017/05/11	Thu	07:12 PM	10.9		332		H
2017/05/12	Fri	12:42 AM	5.9		180		L
2017/05/12	Fri	05:49 AM	10.1		308		H
2017/05/12	Fri	12:38 PM	-0.9		-27		L
2017/05/12	Fri	07:48 PM	11.1		338		H
2017/05/13	Sat	01:23 AM	6.3		192		L
2017/05/13	Sat	06:22 AM	9.8		299		H
2017/05/13	Sat	01:12 PM	-1.0		-30		L
2017/05/13	Sat	08:25 PM	11.2		341		H
2017/05/14	Sun	02:05 AM	6.5		198		L
2017/05/14	Sun	06:56 AM	9.4		287		H
