NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables. 
Product Type: Annual Tide Prediction 
StationName: Zelatched Point, Dabob Bay
State: WA
Stationid: 9445269
ReferencedToStationName: Seattle
ReferenceToStationId: 9447130
HeightOffsetLow: *1.02
HeightOffsetHigh: * 1.00
TimeOffsetLow: -5
TimeOffsetHigh: -9
Prediction Type: Subordinate
From: 20161231 12:00AM - 20171231 11:59PM
Units: feet(ft) also in centimeters(cm)
Time Zone: LST/LDT
Datum: MLLW
Interval Type: High/Low Tide Predictions
 
Date 		Day	Time		Pred(Ft)	Pred(cm)	High/Low
2017/01/10	Tue	01:58 PM	12.1		369		H
2017/01/10	Tue	09:10 PM	-2.3		-70		L
2017/01/11	Wed	04:38 AM	12.1		369		H
2017/01/11	Wed	09:52 AM	7.2		219		L
2017/01/11	Wed	02:49 PM	12.0		366		H
2017/01/11	Wed	09:56 PM	-2.7		-82		L
2017/01/12	Thu	05:21 AM	12.6		384		H
2017/01/12	Thu	10:46 AM	7.0		213		L
2017/01/12	Thu	03:40 PM	11.7		357		H
2017/01/12	Thu	10:41 PM	-2.7		-82		L
2017/01/13	Fri	06:02 AM	12.8		390		H
2017/01/13	Fri	11:37 AM	6.6		201		L
2017/01/13	Fri	04:31 PM	11.3		344		H
2017/01/13	Fri	11:25 PM	-2.3		-70		L
2017/01/14	Sat	06:41 AM	12.9		393		H
2017/01/14	Sat	12:27 PM	6.1		186		L
2017/01/14	Sat	05:23 PM	10.8		329		H
2017/01/15	Sun	12:09 AM	-1.5		-46		L
2017/01/15	Sun	07:18 AM	12.9		393		H
2017/01/15	Sun	01:18 PM	5.6		171		L
2017/01/15	Sun	06:17 PM	10.2		311		H
2017/01/16	Mon	12:53 AM	-0.4		-12		L
2017/01/16	Mon	07:55 AM	12.7		387		H
2017/01/16	Mon	02:09 PM	5.1		155		L
2017/01/16	Mon	07:13 PM	9.5		290		H
2017/01/17	Tue	01:36 AM	0.9		27		L
2017/01/17	Tue	08:33 AM	12.4		378		H
2017/01/17	Tue	03:02 PM	4.5		137		L
2017/01/17	Tue	08:15 PM	8.8		268		H
2017/01/18	Wed	02:21 AM	2.4		73		L
2017/01/18	Wed	09:11 AM	12.1		369		H
2017/01/18	Wed	03:58 PM	4.0		122		L
2017/01/18	Wed	09:27 PM	8.2		250		H
2017/01/19	Thu	03:08 AM	4.0		122		L
2017/01/19	Thu	09:51 AM	11.7		357		H
2017/01/19	Thu	04:55 PM	3.3		101		L
2017/01/19	Thu	10:54 PM	8.0		244		H
2017/01/20	Fri	04:05 AM	5.5		168		L
2017/01/20	Fri	10:33 AM	11.3		344		H
2017/01/20	Fri	05:51 PM	2.7		82		L
2017/01/21	Sat	12:42 AM	8.3		253		H
2017/01/21	Sat	05:18 AM	6.8		207		L
2017/01/21	Sat	11:19 AM	10.9		332		H
2017/01/21	Sat	06:43 PM	2.0		61		L
2017/01/22	Sun	02:15 AM	9.1		277		H
2017/01/22	Sun	06:48 AM	7.5		229		L
2017/01/22	Sun	12:06 PM	10.6		323		H
2017/01/22	Sun	07:28 PM	1.3		40		L
2017/01/23	Mon	03:16 AM	9.9		302		H
2017/01/23	Mon	08:07 AM	7.8		238		L
2017/01/23	Mon	12:54 PM	10.4		317		H
2017/01/23	Mon	08:09 PM	0.6		18		L
2017/01/24	Tue	03:58 AM	10.6		323		H
2017/01/24	Tue	09:05 AM	7.8		238		L
2017/01/24	Tue	01:39 PM	10.3		314		H
2017/01/24	Tue	08:47 PM	0.0		0		L
2017/01/25	Wed	04:31 AM	11.1		338		H
2017/01/25	Wed	09:47 AM	7.7		235		L
2017/01/25	Wed	02:21 PM	10.4		317		H
2017/01/25	Wed	09:23 PM	-0.5		-15		L
2017/01/26	Thu	04:58 AM	11.5		351		H
2017/01/26	Thu	10:22 AM	7.5		229		L
2017/01/26	Thu	03:02 PM	10.4		317		H
2017/01/26	Thu	10:00 PM	-0.9		-27		L
2017/01/27	Fri	05:23 AM	11.8		360		H
2017/01/27	Fri	10:53 AM	7.1		216		L
2017/01/27	Fri	03:41 PM	10.5		320		H
2017/01/27	Fri	10:36 PM	-1.1		-34		L
2017/01/28	Sat	05:48 AM	12.0		366		H
2017/01/28	Sat	11:26 AM	6.7		204		L
2017/01/28	Sat	04:22 PM	10.5		320		H
2017/01/28	Sat	11:14 PM	-1.1		-34		L
2017/01/29	Sun	06:16 AM	12.3		375		H
2017/01/29	Sun	12:02 PM	6.1		186		L
2017/01/29	Sun	05:06 PM	10.5		320		H
2017/01/29	Sun	11:52 PM	-0.8		-24		L
2017/01/30	Mon	06:46 AM	12.5		381		H
2017/01/30	Mon	12:41 PM	5.4		165		L
2017/01/30	Mon	05:53 PM	10.3		314		H
2017/01/31	Tue	12:32 AM	-0.2		-6		L
2017/01/31	Tue	07:18 AM	12.6		384		H
2017/01/31	Tue	01:25 PM	4.6		140		L
2017/01/31	Tue	06:45 PM	10.0		305		H
2017/02/01	Wed	01:13 AM	0.8		24		L
2017/02/01	Wed	07:53 AM	12.6		384		H
2017/02/01	Wed	02:12 PM	3.8		116		L
2017/02/01	Wed	07:44 PM	9.6		293		H
2017/02/02	Thu	01:57 AM	2.1		64		L
2017/02/02	Thu	08:31 AM	12.5		381		H
2017/02/02	Thu	03:05 PM	2.9		88		L
2017/02/02	Thu	08:52 PM	9.1		277		H
2017/02/03	Fri	02:45 AM	3.7		113		L
2017/02/03	Fri	09:12 AM	12.3		375		H
2017/02/03	Fri	04:02 PM	2.1		64		L
2017/02/03	Fri	10:13 PM	8.9		271		H
2017/02/04	Sat	03:43 AM	5.2		158		L
2017/02/04	Sat	09:59 AM	12.0		366		H
2017/02/04	Sat	05:04 PM	1.3		40		L
2017/02/04	Sat	11:52 PM	9.0		274		H
2017/02/05	Sun	04:57 AM	6.6		201		L
2017/02/05	Sun	10:51 AM	11.7		357		H
2017/02/05	Sun	06:07 PM	0.4		12		L
2017/02/06	Mon	01:35 AM	9.7		296		H
2017/02/06	Mon	06:26 AM	7.4		226		L
2017/02/06	Mon	11:50 AM	11.4		347		H
2017/02/06	Mon	07:08 PM	-0.4		-12		L
2017/02/07	Tue	02:50 AM	10.6		323		H
2017/02/07	Tue	07:50 AM	7.5		229		L
2017/02/07	Tue	12:51 PM	11.3		344		H
2017/02/07	Tue	08:04 PM	-1.1		-34		L
2017/02/08	Wed	03:43 AM	11.4		347		H
2017/02/08	Wed	08:57 AM	7.1		216		L
2017/02/08	Wed	01:51 PM	11.3		344		H
2017/02/08	Wed	08:55 PM	-1.5		-46		L
2017/02/09	Thu	04:25 AM	12.0		366		H
2017/02/09	Thu	09:51 AM	6.6		201		L
2017/02/09	Thu	02:47 PM	11.2		341		H
2017/02/09	Thu	09:43 PM	-1.7		-52		L
2017/02/10	Fri	05:02 AM	12.3		375		H
2017/02/10	Fri	10:38 AM	6.0		183		L
2017/02/10	Fri	03:40 PM	11.2		341		H
2017/02/10	Fri	10:27 PM	-1.5		-46		L
2017/02/11	Sat	05:35 AM	12.4		378		H
2017/02/11	Sat	11:21 AM	5.3		162		L
2017/02/11	Sat	04:30 PM	11.0		335		H
2017/02/11	Sat	11:09 PM	-0.9		-27		L
2017/02/12	Sun	06:06 AM	12.4		378		H
2017/02/12	Sun	12:03 PM	4.7		143		L
2017/02/12	Sun	05:20 PM	10.7		326		H
2017/02/12	Sun	11:50 PM	-0.1		-3		L
2017/02/13	Mon	06:37 AM	12.3		375		H
2017/02/13	Mon	12:44 PM	4.1		125		L
2017/02/13	Mon	06:09 PM	10.3		314		H
2017/02/14	Tue	12:30 AM	0.9		27		L
2017/02/14	Tue	07:08 AM	12.2		372		H
2017/02/14	Tue	01:26 PM	3.6		110		L
2017/02/14	Tue	07:00 PM	9.8		299		H
2017/02/15	Wed	01:10 AM	2.1		64		L
2017/02/15	Wed	07:40 AM	11.9		363		H
2017/02/15	Wed	02:08 PM	3.2		98		L
2017/02/15	Wed	07:55 PM	9.4		287		H
2017/02/16	Thu	01:51 AM	3.5		107		L
2017/02/16	Thu	08:14 AM	11.5		351		H
2017/02/16	Thu	02:53 PM	2.9		88		L
2017/02/16	Thu	08:55 PM	8.9		271		H
2017/02/17	Fri	02:35 AM	4.9		149		L
2017/02/17	Fri	08:52 AM	11.0		335		H
2017/02/17	Fri	03:42 PM	2.6		79		L
2017/02/17	Fri	10:07 PM	8.7		265		H
2017/02/18	Sat	03:27 AM	6.1		186		L
2017/02/18	Sat	09:34 AM	10.5		320		H
2017/02/18	Sat	04:36 PM	2.4		73		L
2017/02/18	Sat	11:40 PM	8.7		265		H
2017/02/19	Sun	04:39 AM	7.2		219		L
2017/02/19	Sun	10:23 AM	10.0		305		H
2017/02/19	Sun	05:34 PM	2.1		64		L
2017/02/20	Mon	01:24 AM	9.2		280		H
2017/02/20	Mon	06:21 AM	7.7		235		L
2017/02/20	Mon	11:19 AM	9.7		296		H
2017/02/20	Mon	06:32 PM	1.6		49		L
2017/02/21	Tue	02:33 AM	9.8		299		H
2017/02/21	Tue	07:51 AM	7.7		235		L
2017/02/21	Tue	12:18 PM	9.5		290		H
2017/02/21	Tue	07:25 PM	1.1		34		L
2017/02/22	Wed	03:17 AM	10.4		317		H
2017/02/22	Wed	08:46 AM	7.4		226		L
2017/02/22	Wed	01:14 PM	9.6		293		H
2017/02/22	Wed	08:12 PM	0.6		18		L
2017/02/23	Thu	03:48 AM	10.8		329		H
2017/02/23	Thu	09:23 AM	7.0		213		L
2017/02/23	Thu	02:04 PM	9.8		299		H
2017/02/23	Thu	08:54 PM	0.1		3		L
2017/02/24	Fri	04:14 AM	11.2		341		H
2017/02/24	Fri	09:53 AM	6.4		195		L
2017/02/24	Fri	02:49 PM	10.1		308		H
2017/02/24	Fri	09:34 PM	-0.3		-9		L
2017/02/25	Sat	04:38 AM	11.5		351		H
2017/02/25	Sat	10:22 AM	5.8		177		L
2017/02/25	Sat	03:33 PM	10.4		317		H
2017/02/25	Sat	10:13 PM	-0.4		-12		L
2017/02/26	Sun	05:03 AM	11.8		360		H
2017/02/26	Sun	10:55 AM	5.0		152		L
2017/02/26	Sun	04:17 PM	10.7		326		H
2017/02/26	Sun	10:52 PM	-0.3		-9		L
2017/02/27	Mon	05:31 AM	12.0		366		H
2017/02/27	Mon	11:31 AM	4.1		125		L
2017/02/27	Mon	05:03 PM	10.8		329		H
2017/02/27	Mon	11:32 PM	0.2		6		L
2017/02/28	Tue	06:02 AM	12.2		372		H
2017/02/28	Tue	12:10 PM	3.1		94		L
2017/02/28	Tue	05:53 PM	10.8		329		H
2017/03/01	Wed	12:13 AM	1.0		30		L
2017/03/01	Wed	06:34 AM	12.3		375		H
2017/03/01	Wed	12:53 PM	2.2		67		L
2017/03/01	Wed	06:46 PM	10.6		323		H
2017/03/02	Thu	12:56 AM	2.2		67		L
2017/03/02	Thu	07:10 AM	12.2		372		H
2017/03/02	Thu	01:39 PM	1.5		46		L
2017/03/02	Thu	07:44 PM	10.3		314		H
2017/03/03	Fri	01:42 AM	3.5		107		L
2017/03/03	Fri	07:49 AM	12.0		366		H
2017/03/03	Fri	02:30 PM	0.9		27		L
2017/03/03	Fri	08:51 PM	10.0		305		H
2017/03/04	Sat	02:35 AM	4.9		149		L
2017/03/04	Sat	08:33 AM	11.6		354		H
2017/03/04	Sat	03:26 PM	0.6		18		L
2017/03/04	Sat	10:10 PM	9.7		296		H
2017/03/05	Sun	03:39 AM	6.2		189		L
2017/03/05	Sun	09:24 AM	11.1		338		H
2017/03/05	Sun	04:29 PM	0.4		12		L
2017/03/05	Sun	11:46 PM	9.8		299		H
2017/03/06	Mon	05:03 AM	7.0		213		L
2017/03/06	Mon	10:26 AM	10.6		323		H
2017/03/06	Mon	05:37 PM	0.2		6		L
2017/03/07	Tue	01:22 AM	10.2		311		H
2017/03/07	Tue	06:41 AM	7.2		219		L
2017/03/07	Tue	11:37 AM	10.2		311		H
2017/03/07	Tue	06:44 PM	0.0		0		L
2017/03/08	Wed	02:29 AM	10.9		332		H
2017/03/08	Wed	08:00 AM	6.6		201		L
2017/03/08	Wed	12:50 PM	10.1		308		H
2017/03/08	Wed	07:46 PM	-0.2		-6		L
2017/03/09	Thu	03:17 AM	11.3		344		H
2017/03/09	Thu	08:58 AM	5.9		180		L
2017/03/09	Thu	01:56 PM	10.2		311		H
2017/03/09	Thu	08:40 PM	-0.3		-9		L
2017/03/10	Fri	03:56 AM	11.6		354		H
2017/03/10	Fri	09:43 AM	5.0		152		L
2017/03/10	Fri	02:55 PM	10.4		317		H
2017/03/10	Fri	09:28 PM	-0.1		-3		L
2017/03/11	Sat	04:27 AM	11.8		360		H
2017/03/11	Sat	10:23 AM	4.2		128		L
2017/03/11	Sat	03:46 PM	10.5		320		H
2017/03/11	Sat	10:12 PM	0.3		9		L
2017/03/12	Sun	05:55 AM	11.8		360		H
2017/03/12	Sun	11:59 AM	3.5		107		L
2017/03/12	Sun	05:34 PM	10.6		323		H
2017/03/12	Sun	11:52 PM	0.9		27		L
2017/03/13	Mon	06:21 AM	11.7		357		H
2017/03/13	Mon	12:34 PM	2.8		85		L
2017/03/13	Mon	06:20 PM	10.5		320		H
2017/03/14	Tue	12:31 AM	1.7		52		L
2017/03/14	Tue	06:48 AM	11.6		354		H
2017/03/14	Tue	01:08 PM	2.3		70		L
2017/03/14	Tue	07:05 PM	10.4		317		H
2017/03/15	Wed	01:09 AM	2.6		79		L
2017/03/15	Wed	07:17 AM	11.4		347		H
2017/03/15	Wed	01:43 PM	1.9		58		L
2017/03/15	Wed	07:50 PM	10.3		314		H
2017/03/16	Thu	01:48 AM	3.6		110		L
2017/03/16	Thu	07:47 AM	11.1		338		H
2017/03/16	Thu	02:20 PM	1.6		49		L
2017/03/16	Thu	08:38 PM	10.0		305		H
2017/03/17	Fri	02:28 AM	4.7		143		L
2017/03/17	Fri	08:20 AM	10.7		326		H
2017/03/17	Fri	02:59 PM	1.4		43		L
2017/03/17	Fri	09:30 PM	9.8		299		H
2017/03/18	Sat	03:12 AM	5.7		174		L
2017/03/18	Sat	08:57 AM	10.1		308		H
2017/03/18	Sat	03:43 PM	1.5		46		L
2017/03/18	Sat	10:30 PM	9.6		293		H
2017/03/19	Sun	04:05 AM	6.6		201		L
2017/03/19	Sun	09:38 AM	9.6		293		H
2017/03/19	Sun	04:32 PM	1.6		49		L
2017/03/19	Sun	11:41 PM	9.4		287		H
2017/03/20	Mon	05:17 AM	7.2		219		L
2017/03/20	Mon	10:29 AM	9.0		274		H
2017/03/20	Mon	05:29 PM	1.7		52		L
2017/03/21	Tue	01:04 AM	9.5		290		H
2017/03/21	Tue	07:00 AM	7.4		226		L
2017/03/21	Tue	11:33 AM	8.6		262		H
2017/03/21	Tue	06:31 PM	1.7		52		L
2017/03/22	Wed	02:19 AM	9.8		299		H
2017/03/22	Wed	08:27 AM	7.1		216		L
2017/03/22	Wed	12:43 PM	8.5		259		H
2017/03/22	Wed	07:34 PM	1.5		46		L
2017/03/23	Thu	03:09 AM	10.2		311		H
2017/03/23	Thu	09:14 AM	6.5		198		L
2017/03/23	Thu	01:49 PM	8.8		268		H
2017/03/23	Thu	08:30 PM	1.2		37		L
2017/03/24	Fri	03:45 AM	10.6		323		H
2017/03/24	Fri	09:47 AM	5.8		177		L
2017/03/24	Fri	02:46 PM	9.2		280		H
2017/03/24	Fri	09:19 PM	0.9		27		L
2017/03/25	Sat	04:14 AM	10.9		332		H
2017/03/25	Sat	10:17 AM	4.9		149		L
2017/03/25	Sat	03:37 PM	9.7		296		H
2017/03/25	Sat	10:04 PM	0.8		24		L
2017/03/26	Sun	04:42 AM	11.3		344		H
2017/03/26	Sun	10:48 AM	3.9		119		L
2017/03/26	Sun	04:25 PM	10.3		314		H
2017/03/26	Sun	10:46 PM	0.9		27		L
2017/03/27	Mon	05:10 AM	11.5		351		H
2017/03/27	Mon	11:22 AM	2.7		82		L
2017/03/27	Mon	05:13 PM	10.7		326		H
2017/03/27	Mon	11:29 PM	1.3		40		L
2017/03/28	Tue	05:41 AM	11.8		360		H
2017/03/28	Tue	12:00 PM	1.6		49		L
2017/03/28	Tue	06:02 PM	11.1		338		H
2017/03/29	Wed	12:11 AM	1.9		58		L
2017/03/29	Wed	06:14 AM	11.9		363		H
2017/03/29	Wed	12:40 PM	0.5		15		L
2017/03/29	Wed	06:53 PM	11.3		344		H
2017/03/30	Thu	12:56 AM	2.8		85		L
2017/03/30	Thu	06:49 AM	11.9		363		H
2017/03/30	Thu	01:24 PM	-0.3		-9		L
2017/03/30	Thu	07:48 PM	11.3		344		H
2017/03/31	Fri	01:43 AM	3.8		116		L
2017/03/31	Fri	07:28 AM	11.7		357		H
2017/03/31	Fri	02:10 PM	-0.8		-24		L
2017/03/31	Fri	08:47 PM	11.1		338		H
2017/04/01	Sat	02:35 AM	4.9		149		L
2017/04/01	Sat	08:11 AM	11.3		344		H
2017/04/01	Sat	03:01 PM	-0.9		-27		L
2017/04/01	Sat	09:52 PM	10.9		332		H
2017/04/02	Sun	03:34 AM	5.9		180		L
2017/04/02	Sun	09:00 AM	10.7		326		H
2017/04/02	Sun	03:56 PM	-0.6		-18		L
2017/04/02	Sun	11:07 PM	10.6		323		H
2017/04/03	Mon	04:48 AM	6.6		201		L
2017/04/03	Mon	09:59 AM	10.0		305		H
2017/04/03	Mon	04:58 PM	-0.2		-6		L
2017/04/04	Tue	12:31 AM	10.6		323		H
2017/04/04	Tue	06:21 AM	6.7		204		L
2017/04/04	Tue	11:12 AM	9.3		283		H
2017/04/04	Tue	06:07 PM	0.3		9		L
2017/04/05	Wed	01:50 AM	10.8		329		H
2017/04/05	Wed	07:52 AM	6.1		186		L
2017/04/05	Wed	12:35 PM	9.0		274		H
2017/04/05	Wed	07:18 PM	0.7		21		L
2017/04/06	Thu	02:50 AM	11.1		338		H
2017/04/06	Thu	08:58 AM	5.2		158		L
2017/04/06	Thu	01:56 PM	9.0		274		H
2017/04/06	Thu	08:24 PM	1.0		30		L
2017/04/07	Fri	03:36 AM	11.3		344		H
2017/04/07	Fri	09:47 AM	4.1		125		L
2017/04/07	Fri	03:07 PM	9.3		283		H
2017/04/07	Fri	09:21 PM	1.3		40		L
2017/04/08	Sat	04:12 AM	11.4		347		H
2017/04/08	Sat	10:27 AM	3.2		98		L
2017/04/08	Sat	04:06 PM	9.7		296		H
2017/04/08	Sat	10:10 PM	1.7		52		L
2017/04/09	Sun	04:41 AM	11.3		344		H
2017/04/09	Sun	11:02 AM	2.3		70		L
2017/04/09	Sun	04:56 PM	10.0		305		H
2017/04/09	Sun	10:53 PM	2.3		70		L
2017/04/10	Mon	05:07 AM	11.2		341		H
2017/04/10	Mon	11:33 AM	1.6		49		L
2017/04/10	Mon	05:41 PM	10.3		314		H
2017/04/10	Mon	11:34 PM	3.0		91		L
2017/04/11	Tue	05:31 AM	11.1		338		H
2017/04/11	Tue	12:03 PM	1.0		30		L
2017/04/11	Tue	06:22 PM	10.5		320		H
2017/04/12	Wed	12:12 AM	3.7		113		L
2017/04/12	Wed	05:58 AM	10.9		332		H
2017/04/12	Wed	12:33 PM	0.5		15		L
2017/04/12	Wed	07:03 PM	10.6		323		H
2017/04/13	Thu	12:51 AM	4.5		137		L
2017/04/13	Thu	06:26 AM	10.6		323		H
2017/04/13	Thu	01:05 PM	0.2		6		L
2017/04/13	Thu	07:43 PM	10.7		326		H
2017/04/14	Fri	01:30 AM	5.2		158		L
2017/04/14	Fri	06:57 AM	10.3		314		H
2017/04/14	Fri	01:39 PM	0.0		0		L
2017/04/14	Fri	08:26 PM	10.7		326		H
2017/04/15	Sat	02:12 AM	5.8		177		L
2017/04/15	Sat	07:30 AM	9.9		302		H
2017/04/15	Sat	02:17 PM	0.1		3		L
2017/04/15	Sat	09:12 PM	10.6		323		H
2017/04/16	Sun	02:58 AM	6.4		195		L
2017/04/16	Sun	08:06 AM	9.4		287		H
2017/04/16	Sun	02:58 PM	0.3		9		L
2017/04/16	Sun	10:02 PM	10.4		317		H
2017/04/17	Mon	03:53 AM	6.8		207		L
2017/04/17	Mon	08:48 AM	8.8		268		H
2017/04/17	Mon	03:44 PM	0.7		21		L
2017/04/17	Mon	10:59 PM	10.3		314		H
2017/04/18	Tue	05:03 AM	7.0		213		L
2017/04/18	Tue	09:41 AM	8.3		253		H
2017/04/18	Tue	04:37 PM	1.1		34		L
2017/04/19	Wed	12:02 AM	10.2		311		H
2017/04/19	Wed	06:30 AM	6.9		210		L
2017/04/19	Wed	10:50 AM	7.9		241		H
2017/04/19	Wed	05:36 PM	1.5		46		L
2017/04/20	Thu	01:03 AM	10.3		314		H
2017/04/20	Thu	07:44 AM	6.3		192		L
2017/04/20	Thu	12:08 PM	7.8		238		H
2017/04/20	Thu	06:40 PM	1.7		52		L
2017/04/21	Fri	01:54 AM	10.5		320		H
2017/04/21	Fri	08:30 AM	5.5		168		L
2017/04/21	Fri	01:22 PM	8.0		244		H
2017/04/21	Fri	07:41 PM	1.9		58		L
2017/04/22	Sat	02:35 AM	10.8		329		H
2017/04/22	Sat	09:06 AM	4.4		134		L
2017/04/22	Sat	02:27 PM	8.6		262		H
2017/04/22	Sat	08:37 PM	2.0		61		L
2017/04/23	Sun	03:11 AM	11.1		338		H
2017/04/23	Sun	09:40 AM	3.1		94		L
2017/04/23	Sun	03:25 PM	9.3		283		H
2017/04/23	Sun	09:28 PM	2.2		67		L
2017/04/24	Mon	03:44 AM	11.4		347		H
2017/04/24	Mon	10:14 AM	1.8		55		L
2017/04/24	Mon	04:19 PM	10.1		308		H
2017/04/24	Mon	10:17 PM	2.6		79		L
2017/04/25	Tue	04:17 AM	11.6		354		H
2017/04/25	Tue	10:52 AM	0.4		12		L
2017/04/25	Tue	05:10 PM	10.8		329		H
2017/04/25	Tue	11:04 PM	3.2		98		L
2017/04/26	Wed	04:51 AM	11.8		360		H
2017/04/26	Wed	11:31 AM	-0.8		-24		L
2017/04/26	Wed	06:02 PM	11.4		347		H
2017/04/26	Wed	11:52 PM	3.9		119		L
2017/04/27	Thu	05:28 AM	11.8		360		H
2017/04/27	Thu	12:14 PM	-1.8		-55		L
2017/04/27	Thu	06:55 PM	11.7		357		H
2017/04/28	Fri	12:41 AM	4.7		143		L
2017/04/28	Fri	06:08 AM	11.7		357		H
2017/04/28	Fri	12:59 PM	-2.4		-73		L
2017/04/28	Fri	07:51 PM	11.9		363		H
2017/04/29	Sat	01:34 AM	5.4		165		L
2017/04/29	Sat	06:51 AM	11.3		344		H
2017/04/29	Sat	01:46 PM	-2.5		-76		L
2017/04/29	Sat	08:48 PM	11.9		363		H
2017/04/30	Sun	02:32 AM	6.0		183		L
2017/04/30	Sun	07:39 AM	10.7		326		H
2017/04/30	Sun	02:37 PM	-2.1		-64		L
2017/04/30	Sun	09:50 PM	11.7		357		H
2017/05/01	Mon	03:38 AM	6.3		192		L
2017/05/01	Mon	08:35 AM	9.9		302		H
2017/05/01	Mon	03:31 PM	-1.3		-40		L
2017/05/01	Mon	10:56 PM	11.5		351		H
2017/05/02	Tue	04:57 AM	6.3		192		L
2017/05/02	Tue	09:42 AM	9.1		277		H
2017/05/02	Tue	04:30 PM	-0.4		-12		L
2017/05/03	Wed	12:04 AM	11.3		344		H
2017/05/03	Wed	06:25 AM	5.8		177		L
2017/05/03	Wed	11:02 AM	8.4		256		H
2017/05/03	Wed	05:36 PM	0.7		21		L
2017/05/04	Thu	01:07 AM	11.3		344		H
2017/05/04	Thu	07:42 AM	4.8		146		L
2017/05/04	Thu	12:32 PM	8.1		247		H
2017/05/04	Thu	06:46 PM	1.6		49		L
2017/05/05	Fri	02:01 AM	11.3		344		H
2017/05/05	Fri	08:40 AM	3.7		113		L
2017/05/05	Fri	02:00 PM	8.3		253		H
2017/05/05	Fri	07:54 PM	2.4		73		L
2017/05/06	Sat	02:44 AM	11.3		344		H
2017/05/06	Sat	09:26 AM	2.6		79		L
2017/05/06	Sat	03:15 PM	8.7		265		H
2017/05/06	Sat	08:55 PM	3.1		94		L
2017/05/07	Sun	03:20 AM	11.2		341		H
2017/05/07	Sun	10:03 AM	1.6		49		L
2017/05/07	Sun	04:15 PM	9.3		283		H
2017/05/07	Sun	09:48 PM	3.7		113		L
2017/05/08	Mon	03:49 AM	11.1		338		H
2017/05/08	Mon	10:35 AM	0.8		24		L
2017/05/08	Mon	05:05 PM	9.8		299		H
2017/05/08	Mon	10:34 PM	4.4		134		L
2017/05/09	Tue	04:16 AM	10.9		332		H
2017/05/09	Tue	11:04 AM	0.2		6		L
2017/05/09	Tue	05:49 PM	10.3		314		H
2017/05/09	Tue	11:17 PM	5.0		152		L
2017/05/10	Wed	04:43 AM	10.7		326		H
2017/05/10	Wed	11:33 AM	-0.4		-12		L
2017/05/10	Wed	06:27 PM	10.6		323		H
2017/05/10	Wed	11:57 PM	5.6		171		L
2017/05/11	Thu	05:10 AM	10.4		317		H
2017/05/11	Thu	12:02 PM	-0.7		-21		L
2017/05/11	Thu	07:03 PM	10.9		332		H
